,Code,Language,Type,URL,Stars,PushDate,build_script,expert,use_cmake,use_configure,usedHash,note
3712,rzambre/ebms,C,git,https://github.com/rzambre/ebms.git,0,2020-04-23 19:37:42+00:00,,ci,,,,
3708,vrajpatell/Quick-sort-implementation-in-Parallel-programming-with-OpenMP-,C,git,https://github.com/vrajpatell/Quick-sort-implementation-in-Parallel-programming-with-OpenMP-.git,0,2020-04-23 20:56:20+00:00,,ci,,,,
3703,notTyche/various-openMP-program,C++,git,https://github.com/notTyche/various-openMP-program.git,0,2020-04-25 22:48:46+00:00,,ci,,,,
3699,Aiden-Frost/Linear-Algebra-openMP,C,git,https://github.com/Aiden-Frost/Linear-Algebra-openMP.git,0,2020-04-26 16:10:30+00:00,,ci,,,,
3660,bananamanda/open-slam-c,C,git,https://github.com/bananamanda/open-slam-c.git,0,2020-05-07 01:12:35+00:00,,ci,,,,
3618,doddyaditya/OpenMPI,C,git,https://github.com/doddyaditya/OpenMPI.git,0,2020-05-16 13:24:14+00:00,,ci,,,,
3612,lechugaa/arquitectura_OpenMP,C,git,https://github.com/lechugaa/arquitectura_OpenMP.git,0,2020-05-19 04:32:54+00:00,,ci,,,,
3606,joaopalet/matFact-CPD,C,git,https://github.com/joaopalet/matFact-CPD.git,0,2020-05-19 22:21:15+00:00,,ci,,,,
3601,ayoubmundia/ProduitMatricielle,C,git,https://github.com/ayoubmundia/ProduitMatricielle.git,0,2020-05-20 23:58:01+00:00,,ci,,,,
3597,josemonsalve2/openmp_microbench,C,git,https://github.com/josemonsalve2/openmp_microbench.git,0,2020-05-22 05:06:39+00:00,,ci,,,,
3593,Shay9000/Genetic-Algorithm-Sudoku-Solver,C++,git,https://github.com/Shay9000/Genetic-Algorithm-Sudoku-Solver.git,0,2020-05-22 23:46:25+00:00,,ci,,,,
3628,aminegaizi/Parallel_Programming_OpenMP,C++,git,https://github.com/aminegaizi/Parallel_Programming_OpenMP.git,0,2020-05-13 20:28:01+00:00,,ci,,,,
3654,lydiaastrella/Parallel-Dijkstra-OpenMPI,C,git,https://github.com/lydiaastrella/Parallel-Dijkstra-OpenMPI.git,0,2020-05-07 15:44:08+00:00,,ci,,,,
3650,scott50301/Dense-matrix-multiplication-OpenMP-,C++,git,https://github.com/scott50301/Dense-matrix-multiplication-OpenMP-.git,0,2020-05-07 22:32:06+00:00,,ci,,,,
3641,JanSvejda/par,C++,git,https://github.com/JanSvejda/par.git,0,2020-05-09 19:43:38+00:00,,ci,,,,
3636,shaanknight/Parallel-Programming,C++,git,https://github.com/shaanknight/Parallel-Programming.git,0,2020-05-11 04:44:52+00:00,,ci,,,,
3632,BenQuickDeNN/Special_OpenMP_Examples,C++,git,https://github.com/BenQuickDeNN/Special_OpenMP_Examples.git,0,2020-05-12 11:05:29+00:00,,ci,,,,
3724,BloodyRainRage/OpenMP,C++,git,https://github.com/BloodyRainRage/OpenMP.git,0,2020-04-18 18:34:43+00:00,,ci,,,,
3822,koushikkarmakar/IN2190,C++,git,https://github.com/koushikkarmakar/IN2190.git,0,2020-02-29 21:44:33+00:00,,ci,,,,
3818,brennonbrimhall/augur-cpp,C++,git,https://github.com/brennonbrimhall/augur-cpp.git,0,2020-03-01 04:30:31+00:00,,ci,,,,
3813,cs324-systems/openmp_tasks,C,git,https://github.com/cs324-systems/openmp_tasks.git,0,2020-03-02 22:47:03+00:00,,ci,,,,
3727,nnadnad/openmpi,C,git,https://github.com/nnadnad/openmpi.git,0,2020-04-18 09:37:27+00:00,,ci,,,,
3802,GiannisKalopisis/Parallel-image-filter-convolution,C,git,https://github.com/GiannisKalopisis/Parallel-image-filter-convolution.git,0,2020-03-06 12:40:57+00:00,,ci,,,,
3795,DorukTaneli/parallel-nqueens,C,git,https://github.com/DorukTaneli/parallel-nqueens.git,0,2020-03-08 19:32:14+00:00,,ci,,,,
3823,skayhere/PPP,C,git,https://github.com/skayhere/PPP.git,0,2020-02-29 12:32:55+00:00,,ci,,,,
3860,hejohns/kmeans,C,git,https://github.com/hejohns/kmeans.git,0,2020-02-14 23:01:38+00:00,,ci,,,,
3852,lonkenzo/Article_OpenMP,C,git,https://github.com/lonkenzo/Article_OpenMP.git,0,2020-02-18 15:34:50+00:00,,ci,,,,
3847,jeffyjahfar/TSP_GeneticAlgorithm_openMP,C++,git,https://github.com/jeffyjahfar/TSP_GeneticAlgorithm_openMP.git,0,2020-02-20 19:38:34+00:00,,ci,,,,
3842,janst44/MandelbrotSet,C,git,https://github.com/janst44/MandelbrotSet.git,0,2020-02-21 23:28:08+00:00,,ci,,,,
3838,vgafx/Parallel-Mergesort,C++,git,https://github.com/vgafx/Parallel-Mergesort.git,0,2020-02-22 14:42:56+00:00,,ci,,,,
3833,joshtburris/CS-475-PA1,C,git,https://github.com/joshtburris/CS-475-PA1.git,0,2020-02-25 08:58:35+00:00,,ci,,,,
3790,kamilkolodziejski/put-openmp,C++,git,https://github.com/kamilkolodziejski/put-openmp.git,0,2020-03-11 18:33:59+00:00,,ci,,,,
3754,christopher-dabrowski/parallel-prime-search,C,git,https://github.com/christopher-dabrowski/parallel-prime-search.git,0,2020-04-03 08:23:03+00:00,,ci,,,,
3748,marcinbogiel/OpenMP_examples,C,git,https://github.com/marcinbogiel/OpenMP_examples.git,0,2020-04-06 15:39:21+00:00,,ci,,,,
3743,DanielMChaves/CAR_OpenMP,C,git,https://github.com/DanielMChaves/CAR_OpenMP.git,0,2020-04-08 21:57:49+00:00,,ci,,,,
3739,aysusayin/Parallel-Prime-Number-Generation,C++,git,https://github.com/aysusayin/Parallel-Prime-Number-Generation.git,0,2020-04-11 12:07:39+00:00,,ci,,,,
3735,harunsasmaz/N-queens-solver,C,git,https://github.com/harunsasmaz/N-queens-solver.git,0,2020-04-13 12:04:56+00:00,,ci,,,,
3730,noferai/sc_modeling_lab,C,git,https://github.com/noferai/sc_modeling_lab.git,0,2020-04-16 06:59:50+00:00,,ci,,,,
3788,sankalpramesh/OpenMP-MPI-Implementations,C,git,https://github.com/sankalpramesh/OpenMP-MPI-Implementations.git,0,2020-03-11 19:45:59+00:00,,ci,,,,
3785,DavidInojosa/Project2-Thread,C,git,https://github.com/DavidInojosa/Project2-Thread.git,0,2020-03-12 04:24:42+00:00,,ci,,,,
3779,Jaime9000/Matrix-Multiplication-Parallel,C,git,https://github.com/Jaime9000/Matrix-Multiplication-Parallel.git,0,2020-03-18 14:09:00+00:00,,ci,,,,
3773,LonghuaHu/openmp,C,git,https://github.com/LonghuaHu/openmp.git,0,2020-03-20 12:01:32+00:00,,ci,,,,
3768,BuzzHari/openmp-notes,C,git,https://github.com/BuzzHari/openmp-notes.git,0,2020-03-25 16:20:22+00:00,,ci,,,,
3764,artme-uni/OpenMP,C,git,https://github.com/artme-uni/OpenMP.git,0,2020-03-29 03:20:56+00:00,,ci,,,,
3760,apple-opensource/openmpi,C,git,https://github.com/apple-opensource/openmpi.git,0,2020-04-01 10:07:01+00:00,,ci,,,,
4527,Alex-Differential/Lab2_Parallel_OpenMP,C++,git,https://github.com/Alex-Differential/Lab2_Parallel_OpenMP.git,0,2021-05-20 16:10:06+00:00,,ci,,,,
4538,akshatd/cs3211-openmp-mpi,C,git,https://github.com/akshatd/cs3211-openmp-mpi.git,0,2021-05-17 16:52:28+00:00,,ci,,,,
4532,AniMahajan20/Parallel-Computing,C,git,https://github.com/AniMahajan20/Parallel-Computing.git,0,2021-05-20 07:50:44+00:00,,ci,,,,
4526,LuccaMilano/PDP-Benchmark-OpenMPxMPI,C,git,https://github.com/LuccaMilano/PDP-Benchmark-OpenMPxMPI.git,0,2021-05-21 08:44:46+00:00,,ci,,,,
4523,0scari/Parralel-programmin-pratice,C++,git,https://github.com/0scari/Parralel-programmin-pratice.git,0,2021-05-22 10:45:06+00:00,,ci,,,,
4518,m7azeem/HPC-openMP-Distributed-Memory,C,git,https://github.com/m7azeem/HPC-openMP-Distributed-Memory.git,0,2021-05-24 08:48:56+00:00,,ci,,,,
4513,chunhualiao/homp-demo,C,git,https://github.com/chunhualiao/homp-demo.git,0,2021-05-25 13:32:45+00:00,,ci,,,,
4550,Shreyas-Gururaj/HPC_PNLA_Library_OpenMP,C++,git,https://github.com/Shreyas-Gururaj/HPC_PNLA_Library_OpenMP.git,0,2021-05-14 17:33:58+00:00,,ci,,,,
4576,Thepnathi/aerosol-parallelism,C,git,https://github.com/Thepnathi/aerosol-parallelism.git,0,2021-05-06 12:58:15+00:00,,ci,,,,
4569,ajaykvala/Single-threads,C++,git,https://github.com/ajaykvala/Single-threads.git,0,2021-05-08 12:55:38+00:00,,ci,,,,
4564,mmorykan/ConwaysGameOfLife,C,git,https://github.com/mmorykan/ConwaysGameOfLife.git,0,2021-05-10 02:43:57+00:00,,ci,,,,
4559,Wicz3k/MPR_OpenMP,C,git,https://github.com/Wicz3k/MPR_OpenMP.git,0,2021-05-11 13:41:15+00:00,,ci,,,,
4555,cmybiubiu/Shared-Memory-OpenMP,C,git,https://github.com/cmybiubiu/Shared-Memory-OpenMP.git,0,2021-05-13 16:48:57+00:00,,ci,,,,
4512,kaseidis/julia-set-openMPI,C,git,https://github.com/kaseidis/julia-set-openMPI.git,0,2021-05-26 07:39:43+00:00,,ci,,,,
4473,chelseamariehicks/Volume-of-superquadratic,C++,git,https://github.com/chelseamariehicks/Volume-of-superquadratic.git,0,2021-06-06 17:54:57+00:00,,ci,,,,
4468,tigran-kocharyan/cpp_openmp_coplanar_vectors,C++,git,https://github.com/tigran-kocharyan/cpp_openmp_coplanar_vectors.git,0,2021-06-09 11:39:17+00:00,,ci,,,,
4464,Dan-Yeh/Parallel-Programming,C++,git,https://github.com/Dan-Yeh/Parallel-Programming.git,0,2021-06-10 21:44:09+00:00,,ci,,,,
4457,tenapato/crypto-block-hashing,C,git,https://github.com/tenapato/crypto-block-hashing.git,0,2021-06-13 02:07:34+00:00,,ci,,,,
4451,pawellski/parallel-wire-world,C,git,https://github.com/pawellski/parallel-wire-world.git,0,2021-06-14 21:49:40+00:00,,ci,,,,
4444,cristinacrs/progparalela,C,git,https://github.com/cristinacrs/progparalela.git,0,2021-06-18 21:53:42+00:00,,ci,,,,
4477,abhijna3/Huffman-Image-compression-in-OpenMP,C++,git,https://github.com/abhijna3/Huffman-Image-compression-in-OpenMP.git,0,2021-06-03 06:11:58+00:00,,ci,,,,
4507,HardProxy/OpenMP,C,git,https://github.com/HardProxy/OpenMP.git,0,2021-05-27 02:41:34+00:00,,ci,,,,
4500,jonasblanc/CS-307-Assignments,C,git,https://github.com/jonasblanc/CS-307-Assignments.git,0,2021-05-28 21:19:56+00:00,,ci,,,,
4496,matsumon/Numeric-Integration-with-OpenMP-Reduction,C++,git,https://github.com/matsumon/Numeric-Integration-with-OpenMP-Reduction.git,0,2021-05-29 21:53:15+00:00,,ci,,,,
4491,rvarunbharadwaj/OpenMP,C++,git,https://github.com/rvarunbharadwaj/OpenMP.git,0,2021-05-30 14:45:45+00:00,,ci,,,,
4484,vladutmargineanu/Multiprocessor-Structures,C,git,https://github.com/vladutmargineanu/Multiprocessor-Structures.git,0,2021-06-01 21:24:20+00:00,,ci,,,,
4480,kayagokalp/Sinkhorn-Knopp-Parallel-OpenMP,C++,git,https://github.com/kayagokalp/Sinkhorn-Knopp-Parallel-OpenMP.git,0,2021-06-02 19:11:53+00:00,,ci,,,,
4440,thomasreolon/IPFP-for-HPC,C,git,https://github.com/thomasreolon/IPFP-for-HPC.git,0,2021-06-20 06:56:41+00:00,,ci,,,,
4683,desaimihir12/Relational-Algebra-Premitives-Using-OpenMP,C++,git,https://github.com/desaimihir12/Relational-Algebra-Premitives-Using-OpenMP.git,0,2021-04-02 09:20:40+00:00,,ci,,,,
4679,etson32/Algoritmos-Paralelos-y-Distribuidos,C++,git,https://github.com/etson32/Algoritmos-Paralelos-y-Distribuidos.git,0,2021-04-04 00:57:10+00:00,,ci,,,,
4675,yeshwanth495/Parallelizing-Apriori-Algorithm,C++,git,https://github.com/yeshwanth495/Parallelizing-Apriori-Algorithm.git,0,2021-04-06 12:45:56+00:00,,ci,,,,
4671,RafaelGranza/Parallel-Bogo-Sort,C++,git,https://github.com/RafaelGranza/Parallel-Bogo-Sort.git,0,2021-04-06 18:57:20+00:00,,ci,,,,
4665,Denovocto/dockerized-OpenMP,C,git,https://github.com/Denovocto/dockerized-OpenMP.git,0,2021-04-08 16:53:28+00:00,,ci,,,,
4660,startere/some-OpenMP-benchmarks,C++,git,https://github.com/startere/some-OpenMP-benchmarks.git,0,2021-04-11 12:01:52+00:00,,ci,,,,
4689,Roberto-Hoo/2_5GaussSeidel,C++,git,https://github.com/Roberto-Hoo/2_5GaussSeidel.git,0,2021-03-31 18:37:25+00:00,,ci,,,,
4717,alexeyshesh/InverseMatrixParallel,C++,git,https://github.com/alexeyshesh/InverseMatrixParallel.git,0,2021-03-18 17:50:34+00:00,,ci,,,,
4712,rajatenzyme/Parallel-Programming---Threads-OpenMP-MPI,C,git,https://github.com/rajatenzyme/Parallel-Programming---Threads-OpenMP-MPI.git,0,2021-03-19 20:55:03+00:00,,ci,,,,
4708,MarcusGitAccount/CPD-openmp,C++,git,https://github.com/MarcusGitAccount/CPD-openmp.git,0,2021-03-24 14:10:57+00:00,,ci,,,,
4702,haalon-old/parallel2020,C++,git,https://github.com/haalon-old/parallel2020.git,0,2021-03-25 22:13:38+00:00,,ci,,,,
4696,JuliusMbaziira/CPP-Numerical-Computing-Samples,C++,git,https://github.com/JuliusMbaziira/CPP-Numerical-Computing-Samples.git,0,2021-03-28 12:16:49+00:00,,ci,,,,
4691,Shaokun-X/openmp_archive,C,git,https://github.com/Shaokun-X/openmp_archive.git,0,2021-03-31 07:01:18+00:00,,ci,,,,
4617,EternalNeophyte/mpi-labs,C++,git,https://github.com/EternalNeophyte/mpi-labs.git,0,2021-04-25 05:27:51+00:00,,ci,,,,
4609,breiters/omp_thread_placement,C,git,https://github.com/breiters/omp_thread_placement.git,0,2021-04-27 09:26:11+00:00,,ci,,,,
4604,bicycleman15/openmp-parallel,C,git,https://github.com/bicycleman15/openmp-parallel.git,0,2021-04-28 09:21:31+00:00,,ci,,,,
4600,Diwakar98/COL380-A2-Crout-Decomposition-Using-OpenMP-And-MPI,C,git,https://github.com/Diwakar98/COL380-A2-Crout-Decomposition-Using-OpenMP-And-MPI.git,0,2021-04-28 15:32:11+00:00,,ci,,,,
4595,davidmallasen/Hello_OpenMP,C,git,https://github.com/davidmallasen/Hello_OpenMP.git,0,2021-04-30 18:44:45+00:00,,ci,,,,
4588,sergioherrera2/OpenMPII,C,git,https://github.com/sergioherrera2/OpenMPII.git,0,2021-05-03 11:23:34+00:00,,ci,,,,
4616,mohadesehjm/Multicore-Npuzzle,C++,git,https://github.com/mohadesehjm/Multicore-Npuzzle.git,0,2021-04-25 20:11:58+00:00,,ci,,,,
4652,acaramida/approxiPi_C-OpenMP,C,git,https://github.com/acaramida/approxiPi_C-OpenMP.git,0,2021-04-14 12:31:41+00:00,,ci,,,,
4646,salazjos/openMP_1,C++,git,https://github.com/salazjos/openMP_1.git,0,2021-04-17 12:30:04+00:00,,ci,,,,
4639,absurdistFrank/OpenMPFinal,C,git,https://github.com/absurdistFrank/OpenMPFinal.git,0,2021-04-19 03:19:34+00:00,,ci,,,,
4632,ALKovalev/OpenMP,C++,git,https://github.com/ALKovalev/OpenMP.git,0,2021-04-20 09:32:15+00:00,,ci,,,,
4627,ShaunJorstad/Hybrid-parallelized-thermal-conduction,C,git,https://github.com/ShaunJorstad/Hybrid-parallelized-thermal-conduction.git,0,2021-04-21 21:25:33+00:00,,ci,,,,
4622,OrtinPaler/openmp,C++,git,https://github.com/OrtinPaler/openmp.git,0,2021-04-23 14:51:22+00:00,,ci,,,,
4439,ChristosDeretzis/High-Performance-Computing,C,git,https://github.com/ChristosDeretzis/High-Performance-Computing.git,0,2021-06-20 18:18:09+00:00,,ci,,,,
4242,myctu1138/Samples,C++,git,https://github.com/myctu1138/Samples.git,0,2021-09-24 14:30:21+00:00,,ci,,,,
4238,PamplemousseMR/OPENMPNGINE,C++,git,https://github.com/PamplemousseMR/OPENMPNGINE.git,0,2021-09-26 13:21:42+00:00,,ci,,,,
4234,PashalisTsirts/Pi-Calculation-MPI-OpenMP,C,git,https://github.com/PashalisTsirts/Pi-Calculation-MPI-OpenMP.git,0,2021-09-27 19:54:40+00:00,,ci,,,,
4229,sbak5/OMP_SLATE_eval,C++,git,https://github.com/sbak5/OMP_SLATE_eval.git,0,2021-09-29 01:46:52+00:00,,ci,,,,
4222,waliamehak/Ray-Tracer,C++,git,https://github.com/waliamehak/Ray-Tracer.git,0,2021-10-02 01:03:40+00:00,,ci,,,,
4215,AhmedSam3r/parallel-processing-assignments,C,git,https://github.com/AhmedSam3r/parallel-processing-assignments.git,0,2021-10-06 12:54:37+00:00,,ci,,,,
4247,invernoe/openMP-Assignments,C++,git,https://github.com/invernoe/openMP-Assignments.git,0,2021-09-20 23:34:36+00:00,,ci,,,,
4274,DanJbk/Parallel-Binary-Classification,C++,git,https://github.com/DanJbk/Parallel-Binary-Classification.git,0,2021-09-06 19:30:30+00:00,,ci,,,,
4270,Karnopp/parallel-vector-ordering,C,git,https://github.com/Karnopp/parallel-vector-ordering.git,0,2021-09-09 14:33:07+00:00,,ci,,,,
4265,openmpf/openmpf-component-archive,C,git,https://github.com/openmpf/openmpf-component-archive.git,0,2021-09-10 15:53:27+00:00,,ci,,,,
4261,luigifusco/CChess,C,git,https://github.com/luigifusco/CChess.git,0,2021-09-12 16:05:57+00:00,,ci,,,,
4256,nehuenpereyra/Sistemas-Distribuidos-y-Paralelos-Optimizacion,C,git,https://github.com/nehuenpereyra/Sistemas-Distribuidos-y-Paralelos-Optimizacion.git,0,2021-09-15 17:29:51+00:00,,ci,,,,
4251,jonahb13/conways-game-of-life,C,git,https://github.com/jonahb13/conways-game-of-life.git,0,2021-09-15 20:59:59+00:00,,ci,,,,
4210,aiivar/cpp-openmp-parallel-programming,C++,git,https://github.com/aiivar/cpp-openmp-parallel-programming.git,0,2021-10-09 07:59:19+00:00,,ci,,,,
4166,alaw-private/CS110C-ParProg-OpenMP,C++,git,https://github.com/alaw-private/CS110C-ParProg-OpenMP.git,0,2019-10-28 23:32:30+00:00,,ci,,,,
4158,JingruGao09/OpenMP_Performance,C,git,https://github.com/JingruGao09/OpenMP_Performance.git,0,2019-10-31 23:10:21+00:00,,ci,,,,
4153,sharangKulkarni2/tree-communication-in-openmpi-,C,git,https://github.com/sharangKulkarni2/tree-communication-in-openmpi-.git,0,2019-11-01 20:38:05+00:00,,ci,,,,
4148,vincenzopalazzo/benchmark-parallelism-cpp,C++,git,https://github.com/vincenzopalazzo/benchmark-parallelism-cpp.git,0,2019-11-03 22:31:46+00:00,,ci,,,,
4144,urmilas239/Openmp,C++,git,https://github.com/urmilas239/Openmp.git,0,2019-11-04 19:44:41+00:00,,ci,,,,
4140,TalPeretz94/Binary-Classification,C++,git,https://github.com/TalPeretz94/Binary-Classification.git,0,2019-11-05 21:43:23+00:00,,ci,,,,
4174,brucehow/spath,C,git,https://github.com/brucehow/spath.git,0,2019-10-25 07:36:22+00:00,,ci,,,,
4202,NicolasRomeroF/mandelbrot_openmp,C,git,https://github.com/NicolasRomeroF/mandelbrot_openmp.git,0,2019-10-15 16:56:27+00:00,,ci,,,,
4197,kshitij-r/Dynamic-Workload-Prediction-Tool,C++,git,https://github.com/kshitij-r/Dynamic-Workload-Prediction-Tool.git,0,2019-10-16 20:18:03+00:00,,ci,,,,
4193,aurelienspnll/matrix-mult-ring-rotation,C,git,https://github.com/aurelienspnll/matrix-mult-ring-rotation.git,0,2019-10-17 13:30:11+00:00,,ci,,,,
4184,alaxalves/matrix,C,git,https://github.com/alaxalves/matrix.git,0,2019-10-22 12:12:31+00:00,,ci,,,,
4178,rektplorer64/ITCS443-A1_OpenMP_Bucket_Sort,C,git,https://github.com/rektplorer64/ITCS443-A1_OpenMP_Bucket_Sort.git,0,2019-10-23 14:01:26+00:00,,ci,,,,
4279,emreyilmaztr/Parallelism-on-Intel-Architecture-Assignments,C++,git,https://github.com/emreyilmaztr/Parallelism-on-Intel-Architecture-Assignments.git,0,2021-09-05 10:28:49+00:00,,ci,,,,
4405,DimaUtyuz/parallel-determinant,C++,git,https://github.com/DimaUtyuz/parallel-determinant.git,0,2021-07-03 12:04:40+00:00,,ci,,,,
4401,amir-saadat/Scientific-computing,C,git,https://github.com/amir-saadat/Scientific-computing.git,0,2021-07-04 04:09:56+00:00,,ci,,,,
4395,Langoyo/multithreading-photo-filters,C++,git,https://github.com/Langoyo/multithreading-photo-filters.git,0,2021-07-07 16:31:24+00:00,,ci,,,,
4282,httpsal/Parallel-Computing,C,git,https://github.com/httpsal/Parallel-Computing.git,0,2021-09-04 10:10:28+00:00,,ci,,,,
4386,chandankds/OMPWKSP,C++,git,https://github.com/chandankds/OMPWKSP.git,0,2021-07-13 06:46:29+00:00,,ci,,,,
4375,ujaineel/Multithreading-Gravitational-N-Body,C,git,https://github.com/ujaineel/Multithreading-Gravitational-N-Body.git,0,2021-07-18 19:42:43+00:00,,ci,,,,
4406,putlurusurya/ImageProcessingUsingOpenmpMpi,C++,git,https://github.com/putlurusurya/ImageProcessingUsingOpenmpMpi.git,0,2021-07-03 09:27:16+00:00,,ci,,,,
4437,amal-meer/Gaussian-Elimination-Parallelism-using-OpenMP-and-MPI,C++,git,https://github.com/amal-meer/Gaussian-Elimination-Parallelism-using-OpenMP-and-MPI.git,0,2021-06-21 13:55:18+00:00,,ci,,,,
4433,alerosales1/CI1316-Programacao-Paralela,C,git,https://github.com/alerosales1/CI1316-Programacao-Paralela.git,0,2021-06-23 00:02:48+00:00,,ci,,,,
4428,DN612/Parallel-implementation-of-longest-common-subsequence,C,git,https://github.com/DN612/Parallel-implementation-of-longest-common-subsequence.git,0,2021-06-23 14:10:31+00:00,,ci,,,,
4423,sumaiyadabeer/openmp_sorting,C++,git,https://github.com/sumaiyadabeer/openmp_sorting.git,0,2021-06-25 07:33:03+00:00,,ci,,,,
4419,josephtwal/Mandelbrot-set-openmpi,C++,git,https://github.com/josephtwal/Mandelbrot-set-openmpi.git,0,2021-06-26 01:28:18+00:00,,ci,,,,
4415,VumGualnam/2019S2_C_I_T_S_3_4_0_2__HPC_Project1,C,git,https://github.com/VumGualnam/2019S2_C_I_T_S_3_4_0_2__HPC_Project1.git,0,2021-06-29 09:23:21+00:00,,ci,,,,
4369,CarlaNunes/Trabalho-1---CAD-2021,C,git,https://github.com/CarlaNunes/Trabalho-1---CAD-2021.git,0,2021-07-22 22:35:50+00:00,,ci,,,,
4316,xstupi00/Artificial-neural-network,C++,git,https://github.com/xstupi00/Artificial-neural-network.git,0,2021-08-13 09:40:08+00:00,,ci,,,,
4311,pamugk/hpc,C++,git,https://github.com/pamugk/hpc.git,0,2021-08-16 07:38:44+00:00,,ci,,,,
4302,MichailXenakis/OpenMP,C,git,https://github.com/MichailXenakis/OpenMP.git,0,2021-08-25 17:41:11+00:00,,ci,,,,
4298,franBec/SDyP-OpenMP,C,git,https://github.com/franBec/SDyP-OpenMP.git,0,2021-08-26 18:27:58+00:00,,ci,,,,
4290,AgiazisN/openmpi,C++,git,https://github.com/AgiazisN/openmpi.git,0,2021-08-31 06:52:20+00:00,,ci,,,,
4285,10Kaiser10/OpenMP-Learn,C++,git,https://github.com/10Kaiser10/OpenMP-Learn.git,0,2021-09-01 10:42:13+00:00,,ci,,,,
4366,krbruner86/OpenMP_Reduction_Ex,C++,git,https://github.com/krbruner86/OpenMP_Reduction_Ex.git,0,2021-07-25 02:51:48+00:00,,ci,,,,
4361,khcsce/OPENMP_Parallel,C,git,https://github.com/khcsce/OPENMP_Parallel.git,0,2021-07-25 22:13:51+00:00,,ci,,,,
4355,MahmoudAshraf97/OpenMP-KMeans-Clustering,C,git,https://github.com/MahmoudAshraf97/OpenMP-KMeans-Clustering.git,0,2021-07-29 11:56:37+00:00,,ci,,,,
4350,KhadidjaHbl/Game_Of_Life,C,git,https://github.com/KhadidjaHbl/Game_Of_Life.git,0,2021-07-30 11:08:55+00:00,,ci,,,,
4345,vcpablo/cefet-c-openmp-mpi,C++,git,https://github.com/vcpablo/cefet-c-openmp-mpi.git,0,2021-08-02 19:14:48+00:00,,ci,,,,
4336,leoli51/Parallel-K-means-Clustering,C,git,https://github.com/leoli51/Parallel-K-means-Clustering.git,0,2021-08-05 09:32:16+00:00,,ci,,,,
4331,ashwinikumar2/Parallel-Merge-Quick-and-Radix-Sort-using-OpenMP,C++,git,https://github.com/ashwinikumar2/Parallel-Merge-Quick-and-Radix-Sort-using-OpenMP.git,0,2021-08-07 21:29:50+00:00,,ci,,,,
2818,sosezzu/openmp-practice,C,git,https://github.com/sosezzu/openmp-practice.git,0,2019-02-10 21:06:51+00:00,,ci,,,,
2827,hpc-course-spring2019/openmp-hello-world-manisci,C,git,https://github.com/hpc-course-spring2019/openmp-hello-world-manisci.git,0,2019-02-08 16:29:03+00:00,,ci,,,,
2822,hpc-course-spring2019/openmp-hello-world-hyu88,C,git,https://github.com/hpc-course-spring2019/openmp-hello-world-hyu88.git,0,2019-02-09 03:30:46+00:00,,ci,,,,
2816,hpc-course-spring2019/openmp-hello-world-jlin248,C,git,https://github.com/hpc-course-spring2019/openmp-hello-world-jlin248.git,0,2019-02-11 01:32:21+00:00,,ci,,,,
2813,97amarnathk/steadyStateHeat,C,git,https://github.com/97amarnathk/steadyStateHeat.git,0,2019-02-11 19:41:49+00:00,,ci,,,,
2806,onkar-omr/Reader-Writer-s-Synchronisation-Problem-using-OpenMP,C,git,https://github.com/onkar-omr/Reader-Writer-s-Synchronisation-Problem-using-OpenMP.git,0,2019-02-15 01:49:17+00:00,,ci,,,,
2801,hpc-course-spring2019/openmp-hello-world-jma78,C,git,https://github.com/hpc-course-spring2019/openmp-hello-world-jma78.git,0,2019-02-16 03:22:52+00:00,,ci,,,,
2834,Pyhro36/TD2-OpenMP,C++,git,https://github.com/Pyhro36/TD2-OpenMP.git,0,2019-02-05 23:35:55+00:00,,ci,,,,
2858,szkocot/Laplacian-image-filtering-with-OpenMP-and-MPI-hybrid,C,git,https://github.com/szkocot/Laplacian-image-filtering-with-OpenMP-and-MPI-hybrid.git,0,2019-01-22 19:42:26+00:00,,ci,,,,
2854,kmansoo/matrix_multiplication,C++,git,https://github.com/kmansoo/matrix_multiplication.git,0,2019-01-25 07:44:36+00:00,,ci,,,,
2847,Xenogears/Distributed-Image-Blur-Algorithm,C,git,https://github.com/Xenogears/Distributed-Image-Blur-Algorithm.git,0,2019-01-29 07:29:38+00:00,,ci,,,,
2843,sunil-sopho/Parallel_Kmeans,C++,git,https://github.com/sunil-sopho/Parallel_Kmeans.git,0,2019-01-30 16:54:23+00:00,,ci,,,,
2838,ajingu/OpenMPTutorial,C++,git,https://github.com/ajingu/OpenMPTutorial.git,0,2019-02-03 15:41:10+00:00,,ci,,,,
2799,JFcoZC/PrimMSTParallelOpenMP,C++,git,https://github.com/JFcoZC/PrimMSTParallelOpenMP.git,0,2019-02-18 07:13:21+00:00,,ci,,,,
2758,mrouni/openMP,C,git,https://github.com/mrouni/openMP.git,0,2019-03-10 13:50:58+00:00,,ci,,,,
2753,WikGru/ParallelOpenMP,C++,git,https://github.com/WikGru/ParallelOpenMP.git,0,2019-03-11 23:14:41+00:00,,ci,,,,
2749,nomanshahid/High-Performance-Trading,C++,git,https://github.com/nomanshahid/High-Performance-Trading.git,0,2019-03-13 07:59:33+00:00,,ci,,,,
2737,charlesyangc/ECE563-Parallel-Programming,C,git,https://github.com/charlesyangc/ECE563-Parallel-Programming.git,0,2019-03-18 03:42:20+00:00,,ci,,,,
